流水号,平台用户编号,金额
268103232599360556,118555,33.45
268103232599360557,118556,59.15
268103232599360558,112974,33768.94
268103232599360559,117246,646.27
268103232599360560,110980,13352.89
268103232599360561,118560,2241.51
268103232599360562,114411,408.88
268103232599360563,117252,520.04
268103232599360564,11193,529.53
268103232599360565,114435,64.93
268103232599360566,110987,194.45
268103232599360567,117253,46.69
268103232599360568,114444,0.93
268103232599360569,117286,2354.55
268103232607749127,111935,918.13
268103232607749128,114455,105.17
268103232607749129,113005,92.82
268103232607749130,109453,326.63
268103232607749131,111940,42.31
268103232607749132,114458,706.73
268103232607749133,116199,6.17
268103232607749134,1162,58.71
268103232607749135,110210,108700.00
268103232607749136,119567,234.84
268103232607749137,114485,379.46
268103234805564424,118603,2439.78
268103234805564425,109461,1686.23
268103234805564426,111958,19759.07
268103234805564427,117320,43247.71
268103234805564428,118608,978.20
268103234805564429,117322,709.83
268103234805564430,119588,4425.25
268103234805564431,111967,1000.00
268103234805564432,114542,200.73
268103234805564433,110221,9.51
268103234805564434,111015,1192.81
268103234805564435,114546,1531.48
268103234805564436,114553,32146.30
268103234805564437,110223,50469.00
268103234805564438,109470,67647.60
268103234805564439,110224,1523.07
268103234805564440,116213,113.53
268103234805564441,117330,2643.10
268103234805564442,113063,317.61
268103234805564443,118626,110.02
268103234805564444,111971,8.10
268103234805564445,110230,36.64
268103234805564446,118631,746.90
268103234805564447,117340,3443.40
268103234805564448,118636,373.07
268103234805564449,117350,39.77
268103234805564450,11103,2735.66
268103234805564451,111992,432.35
268103234805564452,117354,269.00
268103234805564453,118639,47.55
268103234805564454,117356,675.53
268103234805564455,114630,10.00
268103234805564456,118641,195.15
268103234805564457,109488,131.22
268103234805564458,117361,4456.70
268103234805564459,112000,50.89
268103234805564460,117365,662.43
268103234805564461,114689,10.46
268103234805564462,11313,939.62
268103234805564463,112002,15743.39
268103234805564464,118652,311.43
268103234805564465,118656,696.70
268103234805564466,119637,25169.73
268103234805564467,118657,523.42
268103234805564468,111045,123.12
268103234805564469,1148,1945.91
268103234813953029,112020,504.85
268103234813953030,117376,1358.61
268103234813953031,110268,9.93
268103234813953032,112021,48.72
268103234813953033,119643,619.74
268103234813953034,114843,133.25
268103234813953035,113169,2085.34
268103234813953036,117379,230.36
268103234813953037,111056,63.36
268103234813953038,109511,1635.23
268103234813953039,114909,244.39
268103234813953040,113175,0.62
268103234813953041,109513,15.89
268103234813953042,112035,396.60
268103234813953043,119656,81.61
268103234813953044,11318,848.97
268103234813953045,114930,94.04
268103234813953046,118677,11260.81
268103234813953047,113191,322.88
268103234813953048,112041,70.84
268103234813953049,117393,24630.43
268103234813953050,113199,104100.00
268103234813953051,114958,10335.00
268103234813953052,112049,1.29
268103234813953053,113202,591.11
268103234813953054,117400,14.73
268103234813953055,119671,597.03
268103234813953056,112054,228.78
268103234813953057,109532,487.42
268103234813953058,117412,30057.23
268103234813953059,109535,22607.65
268103234813953060,1103,202.18
268103234813953061,117418,164.32
268103234813953062,11325,241.93
268103234813953063,1150,10382.87
268103234813953064,117420,718.02
268103234813953065,1187,62.09
268103234813953066,117422,10917.69
268103234813953067,110302,118.17
268103234813953068,119699,10.93
268103234813953069,115003,127.43
268103234813953070,118704,798.80
268103234813953071,118708,275.49
268103234813953072,11207,116.78
268103234813953073,111090,2704.12
268103234813953074,112072,11685.60
268103234813953075,110311,863.82
268103234813953076,117440,693.82
268103234813953077,117449,134.27
268103234813953078,113310,764.05
268103234813953079,109555,2830.20
268103234813953080,117455,751.11
268103234813953081,115035,954908.50
268103234813953082,11335,66261.38
268103234813953083,119748,22.59
268103234813953084,1111,232.90
268103234813953085,11032,694.78
268103234813953086,118725,105.67
268103234813953087,111103,16327.30
268103234813953088,115053,49.45
268103234813953089,118731,1628.76
268103234813953090,116314,1436.72
268103234813953091,113390,7798.78
268103234813953092,109569,2282.57
268103234813953093,117490,254.76
268103234813953094,109570,5180.00
268103234813953095,115074,175.53
268103234813953096,116321,10763.92
268103234813953097,113408,951.99
268103234813953098,118743,1689.25
268103234813953099,110337,0.08
268103234813953100,11346,32.27
268103234813953101,110341,10828.95
268103234813953102,115091,52707.11
268103234813953103,112182,498.32
268103234813953104,109584,2594.70
268103234813953105,109585,508138.30
268103234813953106,1135,4649.57
268103234813953107,109586,8145.28
268103234813953108,119822,22544.04
268103234813953109,118771,221.74
268103234813953110,111137,189.53
268103234813953111,11221,50127.72
268103234813953112,113507,416.72
268103234813953113,118775,127227.21
268103234813953114,111139,6.52
268103234813953115,118777,35.37
268103234813953116,11351,92706.15
268103234813953117,110363,669.40
268103234813953118,109602,195.98
268103234813953119,110365,1525.84
268103234813953120,112232,5.00
268103234813953121,116374,2114.76
268103234813953122,113527,1064.45
268103234813953123,11353,8456.34
268103234813953124,112243,91.80
268103234813953125,113535,8.77
268103234813953126,118790,408.74
268103234813953127,116375,564.93
268103234813953128,112250,585.66
268103234813953129,109617,22696.25
268103234813953130,11355,49.99
268103234813953131,119898,3261.99
268103234813953132,109622,21081.79
268103234813953133,116383,59.36
268103234813953134,109626,0.33
268103234813953135,119903,118.45
268103234813953136,11356,353.14
268103234813953137,118800,6348.22
268103234813953138,109627,873.13
268103234813953139,117615,659.67
268103234813953140,115173,5.64
268103234813953141,116394,14819.42
268103234813953142,11357,350.52
268103234813953143,119909,381.61
268103234813953144,119916,1045.46
268103234813953145,118804,407.23
268103234813953146,110384,140.74
268103234813953147,110385,400.72
268103234813953148,116402,11395.53
268103234813953149,109638,281.46
268103234813953150,117644,151.21
268103234822341636,11230,9769.94
268103234822341637,11358,2095.91
268103234822341638,118821,2772.54
268103234822341639,116425,507.21
268103234822341640,116427,169.27
268103234822341641,119930,10.57
268103234822341642,109643,947.61
268103234822341643,110393,2270.38
268103234822341644,117659,7.53
268103234822341645,118827,0.66
268103234822341646,110395,829.13
268103234822341647,117661,13.61
268103234822341648,118833,65.15
268103234822341649,109650,45164.32
268103234822341650,118835,40.43
268103234822341651,1104,909.73
268103234822341652,109652,108.74
268103234822341653,109657,1428.55
268103234822341654,119946,6.64
268103234822341655,115224,0.14
268103234822341656,118850,195.99
268103234822341657,1177,255.61
268103234822341658,11361,61188.90
268103234822341659,109665,13.83
268103234822341660,116471,8051.95
268103234822341661,111199,53459.51
268103234822341662,112382,132.11
268103234822341663,118865,88.00
268103234822341664,110417,0.49
268103234822341665,118867,25165.09
268103234822341666,118868,354.88
268103234822341667,112394,1835.56
268103234822341668,116491,925.43
268103234822341669,110425,8052.78
268103234822341670,117758,3427.14
268103234822341671,116493,9303.69
268103234822341672,1124,774.77
268103234822341673,109695,98.05
268103234822341674,113641,1935.30
268103234822341675,115261,77.23
268103234822341676,118886,26.05
268103234822341677,111231,6602.60
268103234822341678,117776,274.00
268103234822341679,118890,564.77
268103234822341680,116500,175.20
268103234822341681,120007,1693.17
268103234822341682,117785,254.13
268103234822341683,111245,239.40
268103234822341684,111247,752.62
268103234822341685,120018,2996.86
268103234822341686,113667,238110.54
268103234822341687,116515,100333.98
268103234822341688,120020,1.04
268103234822341689,115300,8051.95
268103234822341690,117797,663.49
268103234822341691,118928,3138.65
268103234822341692,109723,36308.79
268103234822341693,120030,428.04
268103234822341694,117802,916.97
268103234822341695,116531,905.05
268103234822341696,111263,331.96
268103234822341697,118935,20317.13
268103234822341698,120035,345.61
268103234822341699,120037,92.84
268103234822341700,116537,20.46
268103234822341701,120039,480.94
268103234822341702,118939,166576.20
268103234822341703,116541,36272.80
268103234822341704,117815,220.41
268103234822341705,117816,1366.30
268103234822341706,118949,1075.52
268103234822341707,111277,860.46
268103234822341708,116549,48.74
268103234822341709,120054,1553.70
268103234822341710,113694,9.56
268103234822341711,109738,88.00
268103234822341712,116563,348.42
268103234822341713,117842,2857.80
268103234822341714,117845,43.58
268103234822341715,118962,25565.27
268103234822341716,111297,2832.90
268103234822341717,120071,102.61
268103234822341718,111301,3046.52
268103234822341719,118978,52658.07
268103234822341720,116584,368.57
268103234822341721,120075,817.33
268103234822341722,117854,1247.85
268103234822341723,118979,57.98
268103234822341724,115343,418.19
268103234822341725,117856,21608.42
268103234822341726,118980,40.79
268103234822341727,118981,18.20
268103234822341728,113713,95.76
268103234822341729,115353,166.80
268103234822341730,116593,23.77
268103234822341731,113717,95.50
268103234822341732,1201,1129.78
268103234822341733,117869,207.10
268103234822341734,116612,528.30
268103234822341735,115367,13177.54
268103234822341736,116616,317.81
268103234822341737,117880,11243.80
268103234822341738,120126,66.28
268103234822341739,120129,347.46
268103234822341740,120137,1720.71
268103234822341741,121338,1335.00
268103234822341742,122081,2913.28
268103234822341743,120139,48.50
268103234822341744,122087,206.44
268103234822341745,123801,2466.62
268103234822341746,122839,50864.90
268103234822341747,122840,54959.29
268103234830730243,120151,55630.21
268103234830730244,122096,287.53
268103234830730245,127960,30.57
268103234830730246,122842,15160.26
268103234830730247,120153,68.48
268103234830730248,121353,6151.51
268103234830730249,122844,5034.63
268103234830730250,124555,41.55
268103234830730251,124559,6.29
268103234830730252,123821,72.18
268103234830730253,133606,245.54
268103234830730254,130300,482.55
268103234830730255,123827,2827.50
268103234830730256,133616,177.70
268103234830730257,120163,11656.39
268103234830730258,122105,533.64
268103234830730259,122850,281.38
268103234830730260,123828,195.24
268103234830730261,122852,131.59
268103234830730262,120166,6924.80
268103234830730263,124584,100.00
268103234830730264,123833,44.69
268103234830730265,124597,6505.71
268103234830730266,133641,132.33
268103234830730267,120170,63.35
268103234830730268,122864,209.12
268103234830730269,120171,1082.00
268103234830730270,122116,122.83
268103234830730271,124607,45.04
268103234830730272,133649,199.26
268103234830730273,127993,1647.91
268103234830730274,122872,101889.31
268103234830730275,120181,45.37
268103234830730276,128001,0.02
268103234830730277,122875,54779.48
268103234830730278,122128,2702.55
268103234830730279,124620,5180.00
268103234830730280,130386,52.75
268103234830730281,122882,14673.13
268103234830730282,124626,12083.86
268103234830730283,126122,26.23
268103234830730284,123851,89782.91
268103234830730285,130414,24884.63
268103234830730286,126137,655.79
268103234830730287,124632,50.66
268103234830730288,124633,6.86
268103234830730289,121394,92.51
268103234830730290,120251,202.14
268103234830730291,130423,269.24
268103234830730292,130432,349.35
268103234830730293,121400,11107.98
268103234830730294,124650,71957.30
268103234830730295,120263,62.14
268103234830730296,121406,53118.99
268103234830730297,122913,15.73
268103234830730298,122916,400.70
268103234830730299,122154,25.53
268103234830730300,128050,3.16
268103234830730301,122156,43278.23
268103234830730302,120282,32.46
268103234830730303,122920,80000.00
268103234830730304,124671,22804.16
268103234830730305,130541,1090.43
268103234830730306,122933,24.72
268103234830730307,126188,217.11
268103234830730308,128072,18.40
268103234830730309,120315,136.42
268103234830730310,122940,1731.49
268103234830730311,122170,11250.96
268103234830730312,122174,1465.90
268103234830730313,120334,204.81
268103234830730314,122176,45.54
268103234830730315,124695,120.92
268103234830730316,1339,433.71
268103234830730317,130599,159.70
268103234830730318,133909,10.96
268103234830730319,122959,750.05
268103234830730320,133913,700.00
268103234830730321,122960,92.35
268103234830730322,130619,634.02
268103234830730323,123890,202.92
268103234830730324,122974,106.80
268103234830730325,121461,467.64
268103234830730326,122976,284.72
268103234830730327,122981,2984.31
